Name,Character,Model,ModelCNOverride,GadgetModel,PortraitCameraFile,IntroCameraFile,MirrorIntro,IdleAnim,WalkAnim,PrimarySkillAnim,SecondarySkillAnim,PrimarySkillRecoilAnim,PrimarySkillRecoilAnim2,SecondarySkillRecoilAnim,SecondarySkillRecoilAnim2,ReloadingAnim,PushbackAnim,HappyAnim,HappyLoopAnim,SadAnim,SadLoopAnim,HeroScreenIdleAnim,HeroScreenAnim,HeroScreenLoopAnim,SignatureAnim,HappyEnterAnim,SadEnterAnim,ProfileAnim,IntroAnim,BossAutoAttackAnim,BossAutoAttackRecoilAnim,BossAutoAttackRecoilAnim2,GadgetActiveAnim,GadgetRecoilAnim,IdleFace,WalkFace,HappyFace,HappyLoopFace,SadFace,SadLoopFace,HeroScreenIdleFace,HeroScreenFace,HeroScreenLoopFace,SignatureFace,ProfileFace,IntroFace,HappyEffect,SadEffect,PetInSameSprite,AttackLocksAttackAngle,UltiLocksAttackAngle,MainAttackProjectile,SecondaryProjectile,UltiProjectile,MainAttackEffect,UltiAttackEffect,UseBlueTextureInMenus,MainAttackUseEffect,UltiUseEffect,UltiEndEffect,MeleeHitEffect,SpawnEffect,UltiLoopEffect,UltiLoopEffect2,StarPower1Effect,StarPower2Effect,AreaEffect,AreaEffectStarPower,AreaEffectStarPower2,AreaEffectAttack,SpawnedItem,KillCelebrationSoundVO,InLeadCelebrationSoundVO,StartSoundVO,UseUltiSoundVO,TakeDamageSoundVO,DeathSoundVO,AttackSoundVO,BoneEffect1,BoneEffect2,BoneEffect3,BoneEffect4,BoneEffectUse,AutoAttackProjectile,ProjectileForShockyStarPower,IncendiaryStarPowerAreaEffect,MoveEffect,StillEffect,ChargedShotEffect,DisableHeadRotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WallyDumpling,Wally,sprout_dumpling_geo.scw,,,sprout_portrait.scw,emz_intro_pose.scw,,SproutMoonIdle,SproutMoonWalk,SproutMoonPrimary,SproutMoonPrimary,SproutMoonRecoil,,SproutMoonRecoil,,SproutMoonReload,SproutMoonPushback,SproutMoonWin,SproutMoonWinloop,SproutMoonLose,SproutMoonLoseloop,SproutMoonIdle,SproutMoonWin,SproutMoonWinloop,SproutMoonWin,SproutMoonIdle,SproutMoonIdle,SproutMoonPortrait,SproutMoonPortrait,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WallyMushry,Wally,sprout_mushry_geo.scw,,,sprout_portrait.scw,emz_intro_pose.scw,,SproutIdle,SproutWalk,SproutPrimary,SproutPrimary,SproutRecoil,,SproutRecoil,,SproutReload,SproutPushback,SproutWinNew,SproutWinloopNew,SproutLose,SproutLoseloop,SproutIdle,SproutWinNew,SproutWinloopNew,SproutWinNew,SproutIdle,SproutIdle,SproutPortrait,SproutPortrait,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wally1Year,Wally,sprout_cake_geo.glb,,,sprout_portrait.scw,emz_intro_pose.scw,,SproutIdle,SproutWalk,SproutPrimary,SproutPrimary,SproutRecoil,,SproutRecoil,,SproutReload,SproutPushback,SproutWinNew,SproutWinloopNew,SproutLose,SproutLoseloop,SproutIdle,SproutWinNew,SproutWinloopNew,SproutWinNew,SproutIdle,SproutIdle,SproutPortrait,SproutPortrait,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HookMask,HookDude,gene_mask_geo.scw,,,gene_base_cam.scw,emz_intro_pose.scw,,GeneIdle,GeneWalk,GeneAttack,GeneSecondary,GeneAttackRecoil,,GeneSecondaryRecoil,,GeneReload,GenePushback,GeneWin,GeneWinloop,GeneLose,GeneLoseloop,GeneIdle,GeneWin,GeneWinloop,GeneWin,GeneIdle,GeneIdle,GeneProfile,GeneProfile,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HookHellhound,HookDude,gene_hellhound_geo.scw,,,gene_base_cam.scw,emz_intro_pose.scw,,GeneIdle,GeneWalk,GeneAttack,GeneSecondary,GeneAttackRecoil,,GeneSecondaryRecoil,,GeneReload,GenePushback,GeneWin,GeneWinloop,GeneLose,GeneLoseloop,GeneIdle,GeneWin,GeneWinloop,GeneWin,GeneIdle,GeneIdle,GeneProfile,GeneProfile,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HookVR,HookDude,gene_geo.scw,,,gene_base_cam.scw,emz_intro_pose.scw,,GeneIdle,GeneWalk,GeneAttack,GeneSecondary,GeneAttackRecoil,,GeneSecondaryRecoil,,GeneReload,GenePushback,GeneWin,GeneWinloop,GeneLose,GeneLoseloop,GeneIdle,GeneWin,GeneWinloop,GeneWin,GeneIdle,GeneIdle,GeneProfile,GeneProfile,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HookJevil,HookDude,gene_jevil_geo.glb,,,gene_base_cam.scw,emz_intro_pose.scw,,GeneIdle,GeneWalk,GeneAttack,GeneSecondary,GeneAttackRecoil,,GeneSecondaryRecoil,,GeneReload,GenePushback,GeneWin,GeneWinloop,GeneLose,GeneLoseloop,GeneIdle,GeneWin,GeneWinloop,GeneWin,GeneIdle,GeneIdle,GeneProfile,GeneProfile,,,,,,,,,,,,,,,,,,,,,true,true,HookJevilProjectile,,HookJevilUltiProjectile,,,,,,,,,,,,,,,,,,Gene_jevil_vo,Gene_jevil_vo,Gene_jevil_vo,Gene_jevil_vo,Gene_jevil_vo,Gene_jevil_vo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarrelbotSeashell,BarrelBot,darryl_seashell_geo.scw,,,darryl_base_cam.scw,emz_intro_pose.scw,,DarrylIdle,DarrylWalk,DarrylPrimary,BarrelbotSecondary,DarrylRecoil,DarrylRecoil2,DarrylRecoil,,DarrylReload,DarrylPushback,BarrelbotWin,BarrelbotWinloop,BarrelbotLose,BarrelbotLoseloop,DarrylIdle,BarrelbotWin,BarrelbotWinloop,BarrelbotWinloop,DarrylHide,DarrylHide,DarrylProfile,DarrylProfile,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarrelbotNoFace,BarrelBot,darryl_geo.scw,,,darryl_base_cam.scw,emz_intro_pose.scw,,DarrylIdle,DarrylWalk,DarrylPrimary,DarrylSecondary,DarrylRecoil,DarrylRecoil2,DarrylRecoil,,DarrylReload,DarrylPushback,DarrylWin,DarrylWinloop,DarrylLose,DarrylLoseloop,DarrylIdle,DarrylWin,DarrylWinloop,DarrylWinloop,DarrylHide,DarrylIdle,DarrylProfile,DarrylProfile,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarrelBotFBNoFace,BarrelBot,darryl_fb_geo.scw,,,darryl_base_cam.scw,emz_intro_pose.scw,,DarrylFootballIdle,DarrylFootballWalk,DarrylFootballPrimary,DarrylFootballSecondary,DarrylFootballRecoil,DarrylFootballRecoil2,DarrylFootballRecoil,,DarrylFootballReload,DarrylFootballPushback,DarrylFootballWin,DarrylFootballWinloop,DarrylFootballLose,DarrylFootballLoseloop,DarrylFootballIdle,DarrylFootballWin,DarrylFootballWinloop,DarrylFootballWinloop,DarrylFootballHide,DarrylFootballHide,DarrylFootballProfile,DarrylFootballProfile,,,,,,,,,,,,,,,,,,,,,,,Darryl003Projectile,,,darryl_003_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhirlwindFreddy,Whirlwind,carl_freddy_geo.scw,,,carl_base_cam.scw,emz_intro_pose.scw,,CarlIdle,CarlWalk,CarlAttack,CarlSecondary,CarlAttackRecoil,,CarlSecondaryRecoil,,CarlReload,CarlIdle,CarlWin,CarlWinloop,CarlLose,CarlLoseloop,CarlIdle,CarlWin,CarlWinloop,CarlWin,CarlIdle,CarlIdle,CarlProfile,CarlProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhirlwindWorker,Whirlwind,carl_geo.scw,,,carl_base_cam.scw,emz_intro_pose.scw,,CarlIdle,CarlWalk,CarlAttack,CarlSecondary,CarlAttackRecoil,,CarlSecondaryRecoil,,CarlReload,CarlIdle,CarlWin,CarlWinloop,CarlLose,CarlLoseloop,CarlIdle,CarlWin,CarlWinloop,CarlWin,CarlIdle,CarlIdle,CarlProfile,CarlProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhirlwindDriller,Whirlwind,carl_driller_geo.scw,,,carl_base_cam.scw,emz_intro_pose.scw,,CarlIdle,CarlWalk,CarlAttack,CarlSecondary,CarlAttackRecoil,,CarlSecondaryRecoil,,CarlReload,CarlIdle,CarlWin,CarlWinloop,CarlLose,CarlLoseloop,CarlIdle,CarlWin,CarlWinloop,CarlWin,CarlIdle,CarlIdle,CarlProfile,CarlProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrickshotPathfinder,TrickshotDude,rico_pathfinder_geo.scw,,,rico_base_cam.scw,emz_intro_pose.scw,,RicoIdle,RicoWalk,RicoPrimary,RicoSecondary,RicoRecoil,,RicoRecoil,,RicoReload,RicoPushback,RicoWin,RicoWinloop,RicoLose,RicoLoseloop,RicoIdle,RicoWin,RicoWinloop,RicoWin,RicoIdle,RicoIdle,RicoProfile,RicoProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrickshotDudeZTARR,TrickshotDude,rico_cursed_geo.scw,,,rico_base_cam.scw,emz_intro_pose.scw,,RicoIdle,RicoWalk,RicoPrimary,RicoSecondary,RicoRecoil,,RicoRecoil,,RicoReload,RicoPushback,RicoWin,RicoWinloop,RicoLose,RicoLoseloop,RicoIdle,RicoWin,RicoWinloop,RicoWin,RicoIdle,RicoIdle,RicoProfile,RicoProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrickshotHero,TrickshotDude,rico_hero_geo.scw,,,rico_base_cam.scw,emz_intro_pose.scw,,RicoGoldIdle,RicoGoldWalk,RicoGoldPrimary,RicoGoldSecondary,RicoGoldRecoil,,RicoGoldRecoil,,RicoGoldReload,RicoGoldPushback,RicoGoldWin,RicoGoldWinloop,RicoGoldLose,RicoGoldLoseloop,RicoGoldIdle,RicoGoldWin,RicoGoldWinloop,RicoGoldWin,RicoGoldIdle,RicoGoldIdle,RicoProfile,RicoProfile,,,,,,,,,,,,,,,,,,,,,,,RicoHeroProjectile,,RicoHeroUltiProjectile,rico_003_atk,rico_003_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaseballRocket,Baseball,bibi_tr_geo.scw,,,bibi_base_cam.scw,emz_intro_pose.scw,,BibiIdle,BibiWalk,BibiPrimary,BibiSecondary,BibiRecoil,,BibiRecoil2,,,BibiPushback,BibiWin,BibiWinloop,BibiLose,BibiLoseloop,BibiIdle,BibiWin,BibiWinloop,BibiWin,BibiIdle,BibiIdle,BibiProfile,BibiProfile,,,,,,BibiStill,BibiStill,BibiWin,BibiWinLoop,BibiLose,BibiLoseLoop,BibiWinLoop,BibiWin,BibiWinLoop,BibiWin,BibiStill,BibiStill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperAgent,BeeSniper,bea_geo.scw:hatGeo+eyebrowsGeo1+bodyGeo+wristbandGeo,,,bea_portrait.scw,emz_intro_pose.scw,,BeaIdle,BeaWalk,BeaAttack,BeaAttack,BeaRecoil,,BeaRecoil,,BeaReload,BeaPushback,BeaWin,BeaWinloop,BeaLose,BeaLoseloop,BeaIdle,BeaWin,BeaWinloop,BeaWin,BeaIdle,BeaIdle,BeaPortrait,BeaPortrait,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,bea_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bea_def_atk_charged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperAgentAddonBee,,bee_geo.scw,,,,,,BeeSmallIdle,,,,,,,,,,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperArchvillian,BeeSniper,bea_archvillian_geo.scw,,,bea_portrait.scw,bea_intro_pose.scw,true,BeaIdle,BeaWalk,BeaAttack,BeaAttack,BeaRecoil,,BeaRecoil,,BeaReload,BeaPushback,BeaWin,BeaWinloop,BeaLose,BeaLoseloop,BeaIdle,BeaWin,BeaWinloop,BeaWin,BeaIdle,BeaIdle,BeaPortrait,BeaIntro,,,,,,,,,,,,,,,,,,,,,true,true,,,,,bea_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bea_def_atk_charged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperArchvillianAddonBee,,bee_geo.scw,,,,,,BeeSmallIdle,,,,,,,,,,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperDefaultSergeant,BeeSniper,bea_geo.scw,,,bea_portrait.scw,bea_intro_pose.scw,true,BeaIdle,BeaWalk,BeaAttack,BeaAttack,BeaRecoil,,BeaRecoil,,BeaReload,BeaPushback,BeaWin,BeaWinloop,BeaLose,BeaLoseloop,BeaIdle,BeaWin,BeaWinloop,BeaWin,BeaIdle,BeaIdle,BeaPortrait,BeaIntro,,,,,,,,,,,,,,,,,BeaIdle,,,,true,true,,,,,bea_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bea_def_atk_charged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperDefaultSergeantAddonBee,,bee_geo.scw,,,,,,BeeSmallIdle,,,,,,,,,,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperSans,BeeSniper,bea_geo.scw,,,bea_portrait.scw,bea_intro_pose.scw,true,BeaIdle,BeaWalk,BeaAttack,BeaAttack,BeaRecoil,,BeaRecoil,,BeaReload,BeaPushback,BeaWin,BeaWinloop,BeaLose,BeaLoseloop,BeaIdle,BeaWin,BeaWinloop,BeaWin,BeaIdle,BeaIdle,BeaPortrait,BeaIntro,,,,,,,,,,,,,,,,,,,,,true,true,,,,,bea_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bea_def_atk_charged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperSansAddonBee,,bee_geo.scw,,,,,,BeeSmallIdle,,,,,,,,,,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperDragon,BeeSniper,bea_dragon_geo.glb,,,bea_portrait.scw,bea_intro_pose.scw,true,BeaBugIdle,BeaBugWalk,BeaBugAttack,BeaBugAttack,BeaBugRecoil,,BeaBugRecoil,,BeaBugReload,BeaBugPushback,BeaBugWin,BeaBugWinloop,BeaBugLose,BeaBugLoseloop,BeaBugIdle,BeaBugWin,BeaBugWinloop,BeaBugWin,BeaBugIdle,BeaBugIdle,BeaBugPortrait,BeaBugIntro,,,,,,Bea002Still,Bea002Still,Bea002Win,Bea002WinLoop,Bea002Lose,Bea002LoseLoop,Bea002WinLoop,Bea002Win,Bea002WinLoop,Bea002Win,Bea002Still,Bea002Still,,,,true,true,Bea002Projectile,Bea002ChargedProjectile,Bea002UltiProjectile,,bea_def_ulti,,,,,,,,,,,,,,,,Bea_Mon_Kill_VO,Bea_Mon_Lead_VO,Bea_Mon_Start_VO,Bea_Mon_Ulti_VO,Bea_Mon_Start_VO,Bea_Mon_Die_VO,Bea_Mon_Atk_VO,,,,,,,,,,,bea_def_atk_charged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperDragonAddonBee,,bee_bug_geo.glb,,,,,,BeeSmallIdle,,,,,,,,,,BeeBugSmallIdle,BeeBugSmallIdle,BeeBugSmallIdle,BeeBugSmallIdle,BeeBugSmallIdle,BeeBugSmallIdle,BeeBugSmallIdle,BeeBugSmallIdle,BeeBugSmallIdle,BeeBugSmallIdle,BeeBugSmallIdle,BeeBugSmallIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GunSlingerPlayerNoFace,Gunslinger,colt_player_geo.scw,,,colt_base_cam.scw,emz_intro_pose.scw,,GunslingerIdle,GunslingerWalk,GunslingerPrimary,GunslingerSecondary,GunslingerRecoil,GunslingerRecoil2,GunslingerRecoil,GunslingerRecoil2,GunslingerReload,GunslingerPushback,GunslingerPlayerWin,GunslingerPlayerWinloop,GunslingerPlayerLose,GunslingerPlayerLoseloop,GunslingerIdle,GunslingerPlayerWin,GunslingerPlayerWinloop,GunslingerPlayerWin,GunslingerIdle,GunslingerIdle,GunslingerPlayerWinloop,GunslingerProfile,,,,,,,,,,,,,,,,,,,,,,,Colt004Projectile,,Colt004UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GunSlingerRogue,Gunslinger,colt_rogue_geo.scw,,,colt_base_cam.scw,emz_intro_pose.scw,,GunslingerPirateIdle,GunslingerPirateWalk,GunslingerPiratePrimary,GunslingerPiratePrimary,GunslingerPirateRecoil,GunslingerPirateRecoil2,GunslingerPirateRecoil,GunslingerPirateRecoil2,GunslingerPirateReload,GunslingerPiratePushBack,GunslingerPirateWin,GunslingerPirateWinloop,GunslingerPirateLose,GunslingerPirateLoseloop,GunslingerPirateIdle,GunslingerPirateWin,GunslingerPirateWinloop,GunslingerPirateWin,GunslingerPirateIdle,GunslingerPirateIdle,GunslingerPirateProfile,GunslingerPirateProfile,,,,,,,,,,,,,,,,,,,,,,,Colt003Projectile,,Colt003UltiProjectile,colt_003_atk,colt_003_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GunslingerPirateNoFace,Gunslinger,colt_pirate_geo.scw,,,colt_base_cam.scw,emz_intro_pose.scw,,GunslingerPirateIdle,GunslingerPirateWalk,GunslingerPiratePrimary,GunslingerPiratePrimary,GunslingerPirateRecoil,GunslingerPirateRecoil2,GunslingerPirateRecoil,GunslingerPirateRecoil2,GunslingerPirateReload,GunslingerPiratePushBack,GunslingerPirateWin,GunslingerPirateWinloop,GunslingerPirateLose,GunslingerPirateLoseloop,GunslingerPirateIdle,GunslingerPirateWin,GunslingerPirateWinloop,GunslingerPirateWin,GunslingerPirateIdle,GunslingerPirateIdle,GunslingerPirateProfile,GunslingerPirateProfile,,,,,,,,,,,,,,,,,,,,,,,Colt003Projectile,,Colt003UltiProjectile,colt_003_atk,colt_003_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GunSlingerLucien,Gunslinger,colt_lucien_geo.scw,,,colt_base_cam.scw,emz_intro_pose.scw,,GunslingerIdle,GunslingerWalk,GunslingerPrimary,GunslingerSecondary,GunslingerRecoil,GunslingerRecoil2,GunslingerRecoil,GunslingerRecoil2,GunslingerReload,GunslingerPushback,GunslingerWin,GunslingerWinloop,GunslingerLose,GunslingerLoseloop,GunslingerIdle,GunslingerWin,GunslingerWinloop,GunslingerWin,GunslingerIdle,GunslingerIdle,GunslingerProfile,GunslingerProfile,,,,,,ColtFace,ColtFace,ColtHappy,ColtFace,ColtSad,ColtSadLoop,ColtFace,ColtHappy,ColtFace,ColtHappy,ColtStill,ColtStill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GunSlingerOLD,Gunslinger,colt_old_geo.scw,,,colt_base_cam.scw,emz_intro_pose.scw,,GunslingerIdleOLD,GunslingerWalkOLD,GunslingerPrimaryOLD,GunslingerSecondaryOLD,GunslingerRecoilOLD,GunslingerRecoil2OLD,GunslingerRecoilOLD,GunslingerRecoil2OLD,GunslingerReloadOLD,GunslingerPushbackOLD,GunslingerWinOLD,GunslingerWinloopOLD,GunslingerLoseOLD,GunslingerLoseloopOLD,GunslingerIdleOLD,GunslingerWinOLD,GunslingerWinloopOLD,GunslingerWinOLD,GunslingerIdleOLD,GunslingerIdleOLD,GunslingerProfileOLD,GunslingerProfileOLD,,,,,,ColtFaceOLD,ColtFaceOLD,ColtFaceOLD,ColtFaceOLD,ColtFaceOLD,ColtFaceOLD,ColtFaceOLD,ColtFaceOLD,ColtFaceOLD,ColtFaceOLD,ColtFaceOLD,ColtFaceOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UndertakerDark,Undertaker,mortis_dark_geo.scw,,,mortis_base_cam.scw,emz_intro_pose.scw,,MortisDarkIdle,MortisDarkWalk,MortisDarkAttack,MortisDarkUltiAttack,MortisDarkRecoil,,MortisDarkUltiRecoil,,,MortisDarkPushback,MortisDarkWin,MortisDarkWinloop,MortisDarkLose,MortisDarkLoseloop,MortisDarkIdle,MortisDarkWin,MortisDarkWinloop,MortisDarkWin,MortisDarkIdle,MortisDarkIdle,MortisDarkWinloop,MortisDarkWinloop,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UndertakerCLB,Undertaker,mortis_greaser_geo.scw,,,mortis_base_cam.scw,emz_intro_pose.scw,,UndertakerGreaserIdle,UndertakerWalk,UndertakerAttack,UndertakerUltiAttack,UndertakerRecoil1,,UndertakerUltiRecoil1,,,UndertakerPushback,UndertakerGreaserWin,UndertakerGreaserWinloop,UndertakerGreaserLose,UndertakerGreaserLoseloop,UndertakerGreaserIdle,UndertakerGreaserWin,UndertakerGreaserWinloop,UndertakerGreaserWin,UndertakerGreaserIdle,UndertakerGreaserIdle,UndertakerProfile,UndertakerProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UndertakerBandit,Undertaker,mortis_bandit_geo.scw,,,mortis_dark_cam.scw,emz_intro_pose.scw,,MortisDarkIdle,MortisDarkWalk,MortisDarkAttack,MortisDarkUltiAttack,MortisDarkRecoil,,MortisDarkUltiRecoil,,,UndertakerPushback,MortisDarkWin,MortisDarkWinloop,MortisDarkLose,MortisDarkLoseloop,MortisDarkIdle,MortisDarkWin,MortisDarkWinloop,MortisDarkWin,MortisDarkIdle,MortisDarkIdle,MortisDarkProfile,MortisDarkProfile,,,,,,MortisStill,MortisStill,MortisWin,MortisWinLoop,MortisLose,MortisLoseLoop,MortisWinLoop,MortisWin,MortisWinLoop,MortisWin,MortisStill,MortisStill,,,,true,true,,,Mortis003UltiProjectile,,mortis_003_ulti,,mortis_003_atk,,,mortis_003_atk_hit,,,,,,,,,,,Evil_Mortis_kill_vo,Evil_Mortis_lead_vo,Evil_Mortis_start_vo,Evil_Mortis_ulti_vo,Evil_Mortis_hurt_vo,Evil_Mortis_die_vo,Evil_Mortis_atk_vo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UndertakerTime,Undertaker,mortis_timekeeper_geo.scw,,,mortis_base_cam.scw,emz_intro_pose.scw,,UndertakerIdle,UndertakerWalk,UndertakerAttack,UndertakerUltiAttack,UndertakerRecoil1,,UndertakerUltiRecoil1,,,UndertakerPushback,UndertakerWin,UndertakerWinloop,UndertakerLose,UndertakerLoseloop,UndertakerIdle,UndertakerWin,UndertakerWinloop,UndertakerWin,UndertakerIdle,UndertakerIdle,UndertakerProfile,UndertakerProfile,,,,,,MortisStill,MortisStill,MortisWin,MortisWinLoop,MortisLose,MortisLoseLoop,MortisWinLoop,MortisWin,MortisWinLoop,MortisWin,MortisStill,MortisStill,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UndertakerOLD,Undertaker,mortis_old_geo.scw,,,mortis_base_cam.scw,emz_intro_pose.scw,,UndertakerIdleOLD,UndertakerWalkOLD,UndertakerAttackOLD,UndertakerUltiAttackOLD,UndertakerRecoilOLD,,UndertakerUltiRecoilOLD,,,UndertakerIdleOLD,UndertakerWinOLD,UndertakerWinloopOLD,UndertakerLoseOLD,UndertakerLoseloopOLD,UndertakerIdleOLD,UndertakerWinOLD,UndertakerWinloopOLD,UndertakerWinOLD,UndertakerIdleOLD,UndertakerIdleOLD,UndertakerProfileOLD,UndertakerProfileOLD,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
